label,text
PRETOX_REL,Some rats showed a slight follicular activation of the thyroid gland .
PRETOX_REL,These clinical signs correlated with concomitant decreases in food consumption .
PRETOX_REL,These changes in PTU - treated animals were consistent with a sustained disruption of the hypothalamic - pituitary - thyroid axis .
NO_PRETOX_REL,Blood samples were obtained from non-recovery animals on study days 1/2 and 22/23 for toxicokinetic analyses .
NO_PRETOX_REL,"The persistent tissue / cell damage provoked by the combination of toxicity and exaggerated pharmacological effect of imatinib may have been leading to a chronic increase in cell proliferation Toxicokinetic investigations revealed that mean plasma concentrations of COMPOUND_XXX ( parent ) remained constant at all time points measured , however increased in an apparent dose proportional manner ."
PRETOX_REL,"In addition , at the high dose group of 0.5 mg / kg COMPOUND_XXX : - diarrhea in female animals - decrease in food consumption in female animals usually occurring 5 - 8 days after administration - increase in total alpha globulin in females mainly on day 6 after administration , decreases in reticulocytes in males and females mainly on day 6 after administration , decreases in MCHC in females from day 3 to day 17 after the sixth administration , decreases in WBC , lymphocyte count , eosinophil count in males and females between days 3 and 10 after administration , decrease in basophil count in males on days 3 and 6 after the sixth administration , slight increase in platelet count in females between days 6 and 13 after administration - in the bone marrow approximately 3 weeks after the sixth administration : decrease in mature erythrocytes in males and increase in the ratio of immature to mature granulocytes in females as well as decrease in the ratio of erythopoiesis to granulopoiesis in males - liver findings : yellowish discoloration and focal gray - white discoloration / s ; periportal hepatocellular hypertrophy ; periportal vacuolation , in one male associated with an acute focal necrosis ; focal fatty changes ."
PRETOX_REL,Blood glucose and serum cholesterol were increased .
PRETOX_REL,Urine volume was decreased in males only at all dosages that corresponded with an increase in osmolality .
PRETOX_REL,"In the intestine , intussusception - related findings were present ."
NO_PRETOX_REL,Summary of results Mortality No compound - related mortality was observed .
PRETOX_REL,Results Mortality / Clinical Observations : One female in the vehicle - control group died on the first day of dosing .
PRETOX_REL,Findings from the mid dose of 20 mg / kg COMPOUND_XXX per day upwards : - A slight decrease in HDL - cholesterol was found .
PRETOX_REL,"Minimal hypertrophy of Paneth cells in the ileal crypts was present at 180 mg / kg at all necropsy time points , but most obvious on day 3 ."
NO_PRETOX_REL,"Toxicokinetic analyses of COMPOUND_XXX and metabolite BJB432 were performed on plasma samples collected from control and COMPOUND_XXX - treated animals on days 1 and 24 at 0.5 , 1 , 2 , 6 and 24 hours post dose ."
PRETOX_REL,"Macroscopic and microscopic observations confirmed mild and transient effects on skin and in oral mucosa at 0.05 mg / kg / day , which were considered to be non-adverse , as well as adverse findings in the intestine at 0.15 and 1.0 ( 1.5 ) mg / kg / day and in the heart at 1.0 ( 1.5 ) mg / kg / day ."
NO_PRETOX_REL,"No mortality was observed , all animals survived until their scheduled sacrifice without showing any treatment - related clinical signs ."
NO_PRETOX_REL,"In males , AUC were 844 ± 1072 h.ng / m1 , 2399 ± 754 h.ng / m1 , 6796 ± 2840 h.ng / m1 for 5 , 15 and 60 mg / kg / day respectively ."
NO_PRETOX_REL,"At 8 mg / kg / d , no treatment - related findings were observed ."
NO_PRETOX_REL,The males and females were approximately 8 weeks of age and the males weighed 234.3 to 285.7 grams and the females weighed 169.2 to 205.8 grams at the initiation of dosing .
PRETOX_REL,"It is concluded that the oral administration of COMPOUND_XXX to dogs at dosages of 50 or 10 / 100/75 mg / kg / day for 34 weeks was associated with marked general toxicity and with microscopic alterations mainly in the liver , male and female reproductive organs and exocrine pancreas ."
NO_PRETOX_REL,"Blood Immunohistochemistry analyses of tetraiodothyronine , free tetraiodothyronine , triiodothyronine , reverse triodothyronine , and thyroid stimulating hormone were performed on blood samples collected from 20 animals / sex / group at necropsy on days 5 , 12 , and 26 ."
NO_PRETOX_REL,Thereafter test and reference item started to peel off .
PRETOX_REL,"In conclusion , administration of COMPOUND_XXX to cynomolgus monkeys ( twice daily ) to result in daily doses of 15 , 30 and 80 mglkg / day produced moribundity in one female at 80 mglkg / day and treatment - related effects at all dose levels ."
PRETOX_REL,Sporadic soft stool and absence of feces were also observed in some animals at 25 or 50 mg / kg .
NO_PRETOX_REL,A cause of death was not determined for this animal .
NO_PRETOX_REL,"Deaths unrelated to COMPOUND_XXX : At 10 mg / kg , 1 female ( Animal No. 01F01 ) was found dead on Day 35 due to gavage error with the perforation of esophagus , test - article like materials and large amount of clear fluid in the thoracic cavity observed at necropsy ."
PRETOX_REL,"In most cases , this finding was accompanied by a minimal to 7 slight hyperkeratosis ."
NO_PRETOX_REL,"Ophthalmoscopy , electrocardiography , troponin analysis and organ weight data were all considered to be unaffected by treatment ."
PRETOX_REL,Slightly low alkaline phosphatase levels were also observed in Group 3 ( Intermediate Dose ) females during the treatment period .
PRETOX_REL,- Signs of increased atresia of tertiary follicles in the ovary and hyperplasia of secretory cells in the oviducts were observed .
NO_PRETOX_REL,"For dose - formulation check , one 2 ml sample of each preparation was taken before and just after administration on da ~ 1 and 28 ( last day ) of treatment ."
PRETOX_REL,Transitory increases of blood urea nitrogen and creatinine were a further finding .
NO_PRETOX_REL,"Compared with the samples taken before administration , no decrease in COMPOUND_XXX concentrations was observed in those taken just after administration ."
NO_PRETOX_REL,"In general , overall exposure to COMPOUND_XXX in terms of AUC ( 0 - 21h ) values was much higher than to its metabolite PAG by a factor of 10 in plasma ( only high dose ) , of 14 or 31 in jejunal mucosa and of about 300 in jejunal content ."
NO_PRETOX_REL,COMPOUND_XXX is a tyrosine kinase inhibitor which is an oral treatment of chronic myeloid leukemia .
NO_PRETOX_REL,No other treatment - related pathological changes were noted .
PRETOX_REL,Clinical Chemistry Alkaline phosphatase activities for high dose females tended to be higher than those of the controls .
NO_PRETOX_REL,No mortality occurred .
PRETOX_REL,Body Weight : Mean body - weight gain was reduced in males given ≥ 100 mg / kg / day .
PRETOX_REL,"At 2 000 ppm , there was a reduced mean body weight gain of 5.1 g / day in males compared to 7.1 g / day in the control group during the first week of treatment and cumulative body weight gain was reduced by 27 % between Days 1 - 8 and by 21 % between Days 1 - 15 ."
NO_PRETOX_REL,The patches were retained by a net - like body - stocking .
NO_PRETOX_REL,Reducing the dose to about 30 % ( from 1.0 to 0.3 mg / kg ) led to a reduction in the systemic exposure to only about 1.0 - 1.5 % .
NO_PRETOX_REL,"Clinical pathology ( hematology including hemostasis , clinical chemistry and urinalysis ) assessments were performed on blood and urine specimens collected in pretest , during weeks 5 and 13 of the dosing period , and at the end of the recovery period ."
NO_PRETOX_REL,"COMPOUND_XXX BASE was administered percutaneously to SD rats at dose levels of 5 , 15 and 50 mg / kg / d for 4 weeks to investigate the potential repeated dose toxicity ."
NO_PRETOX_REL,An additional group of dogs ( 3 / sex ) received vehicle at an equivalent dose volume ( 2 mL / kg ) and served as a control .
NO_PRETOX_REL,The purpose of this 4 - week oral ( in feed ) investigative toxicity study in mice was to investigate the mechanism of mucosal hyperplasia of tegaserod as seen in previous studies The oral ( in feed ) route was chosen as it is similar to that intended for use in man .
NO_PRETOX_REL,"The purpose of this oral exploratory toxicity study in rats was to further assess possible cardiotoxicity , which was seen electron microscopically in mice treated with COMPOUND_XXX ( Kerkela R et al. , 2006 ) , and to compare the toxicological profiles of the test and the reference item after repeated administration for 14 or 28 days ."
NO_PRETOX_REL,or on AUC .
NO_PRETOX_REL,"SUMMARY COMPOUND_XXX , a fungicide of the SDH - carboxamide family ( batch number 111111 : a white solid , 99.7 % w / w purity ) was administered continuously via the diet to groups of Wistar rats ( 5 / sex / group ) for at least 28 days at concentrations of 50 , 350 and 2 000 ppm ( equating approximately to 3.5 , 25 and 137 mg / kg / day in males and 4.1 , 28 and 138 mg / kg / day in females ) ."
PRETOX_REL,"Terminal investigations revealed low spleen , thyroid and thymus weights in animals receiving 0.5 or 1.0 mg / kg / occasion and high lung weights were also noted in animals receiving 1.0 mg / kg / occasion ."
PRETOX_REL,"Conclusion Repeated daily oral administration of COMPOUND_XXX at doses from 30 to 300 mg / kg in rats was tolerated with only few clinical findings indicating the first signs of discomfort , minor changes in hematological and biochemical parameters at the low dose of 30 mg / kg and higher as well as reduced organ weights of the prostate and seminal vesicle at the mid dose of 100 mg / kg and higher ."
PRETOX_REL,"Histone deacetylase ( HDAC ) activity was reduced in the thyroid , pituitary and liver of COMPOUND_XXX - treated animals on day 5 , and in the liver on days 12 and 26 ."
NO_PRETOX_REL,Six additional rats / sex were placed in the control and high - dose groups for a 4 - week recovery period .
